pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,hh_t,hh_m,hh_f,pop_hh,pop_ins,idcard_10ab_t,idcard_10ab_citi_t,idcard_10ab_assc_t,idcard_10ab_natu_t,idcard_10ab_natreg_t,idcard_10ab_relig_t,idcard_10ab_temp_t,idcard_10ab_forreg_t,idcard_10ab_forpp_t,idcard_10ab_non_t,idcard_10ab_u_t,idcard_10ab_citi_u_t,idcard_10ab_assc_u_t,idcard_10ab_natu_u_t,idcard_10ab_natreg_u_t,idcard_10ab_relig_u_t,idcard_10ab_temp_u_t,idcard_10ab_forreg_u_t,idcard_10ab_forpp_u_t,idcard_10ab_non_u_t,idcard_10ab_r_t,idcard_10ab_citi_r_t,idcard_10ab_assc_r_t,idcard_10ab_natu_r_t,idcard_10ab_natreg_r_t,idcard_10ab_relig_r_t,idcard_10ab_temp_r_t,idcard_10ab_forreg_r_t,idcard_10ab_forpp_r_t,idcard_10ab_non_r_t
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017018,Mawlamyinegyun,74886,59272,15614,307596,3744,247168,167430,88,246,406,1056,328,11,54,77549,27725,21052,33,67,54,365,54,8,13,6079,219443,146378,55,179,352,691,274,3,41,71470
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,75583,65009,10574,309688,5530,243929,142464,121,218,1125,740,198,10,40,99013,27915,19925,62,37,161,204,26,10,4,7486,216014,122539,59,181,964,536,172,0,36,91527
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,26857,21527,5330,94512,1571,82447,65726,22,58,392,376,125,4,4,15740,16880,14294,13,17,38,94,7,1,0,2416,65567,51432,9,41,354,282,118,3,4,13324
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,42073,33468,8605,166163,2040,137347,95173,45,165,1889,472,75,2,21,39505,17886,13128,15,32,152,104,12,0,1,4442,119461,82045,30,133,1737,368,63,2,20,35063
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017011,Myanaung,59920,46301,13619,215552,3029,183010,133782,72,124,762,790,258,4,19,47199,19559,16492,24,30,16,197,61,2,3,2734,163451,117290,48,94,746,593,197,2,16,44465
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017010,Lemyethna,26244,21076,5168,101232,1792,84264,57272,22,66,346,331,71,0,19,26137,2427,2007,0,0,6,37,4,0,0,373,81837,55265,22,66,340,294,67,0,19,25764
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,86129,66508,19621,331052,7383,281350,200586,311,579,2152,1766,372,56,47,75481,71660,53223,243,290,483,1021,159,51,13,16177,209690,147363,68,289,1669,745,213,5,34,59304
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,57229,45612,11617,210645,3739,177589,111957,66,155,1076,783,178,1,16,63357,11394,8601,14,21,56,110,14,0,0,2578,166195,103356,52,134,1020,673,164,1,16,60779
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018003,Tatkon,51747,40621,11126,210570,6523,177910,138199,55,217,1612,813,275,3,24,36712,35120,27829,33,59,170,270,60,3,4,6692,142790,110370,22,158,1442,543,215,,20,30020
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018001,Zay Yar Thi Ri,26075,21221,4854,104339,6954,89610,70696,29,165,797,371,413,6,22,17111,28663,25376,,23,175,95,49,1,,2944,60947,45320,29,142,622,276,364,5,22,14167
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018008,Oke Ta Ra Thi Ri,18661,15918,2743,75717,5903,65007,48480,18,120,671,159,371,3,16,15169,19412,14677,11,64,317,34,237,3,12,4057,45595,33803,7,56,354,125,134,,4,11112
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018005,Poke Ba Thi Ri,27616,21760,5856,109268,7223,93292,72935,33,137,1178,454,650,3,67,17835,35999,27923,14,51,596,101,437,,55,6822,57293,45012,19,86,582,353,213,3,12,11013
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018006,Pyinmana,39663,30164,9499,177417,10148,153639,116868,147,469,1767,966,1163,46,36,32177,61283,48134,105,278,396,571,730,41,14,11014,92356,68734,42,191,1371,395,433,5,22,21163
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018007,Lewe,65174,51661,13513,277056,7337,226685,159502,114,472,2120,976,474,9,66,62952,25159,19853,23,66,104,195,21,3,4,4890,201526,139649,91,406,2016,781,453,6,62,58062
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018002,Za Bu Thi Ri,26320,18135,8185,91043,19416,95053,82111,43,169,943,366,417,4,15,10985,90360,78442,41,156,868,359,405,4,14,10071,4693,3669,2,13,75,7,12,,1,914
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018004,Det Khi Na Thi Ri,6997,5680,1317,27423,23905,42581,33789,38,110,522,254,376,7,6,7479,19971,15255,27,79,405,42,305,7,1,3850,22610,18534,11,31,117,212,71,,5,3629
