pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,hh_t,hh_m,hh_f,pop_hh,pop_ins,usuact_10ab_t,usuact_10ab_govemp_t,usuact_10ab_priemp_t,usuact_10ab_empyr_t,usuact_10ab_ownacc_t,usuact_10ab_unpfam_t,usuact_10ab_seekw_t,usuact_10ab_nseekw_t,usuact_10ab_stu_t,usuact_10ab_hhwork_t,usuact_10ab_retir_t,usuact_10ab_ill_t,usuact_10ab_oth_t,usuact_10ab_m,usuact_10ab_govemp_m,usuact_10ab_priemp_m,usuact_10ab_empyr_m,usuact_10ab_ownacc_m,usuact_10ab_unpfam_m,usuact_10ab_seekw_m,usuact_10ab_nseekw_m,usuact_10ab_stu_m,usuact_10ab_hhwork_m,usuact_10ab_retir_m,usuact_10ab_ill_m,usuact_10ab_oth_m,usuact_10ab_f,usuact_10ab_govemp_f,usuact_10ab_priemp_f,usuact_10ab_empyr_f,usuact_10ab_ownacc_f,usuact_10ab_unpfam_f,usuact_10ab_seekw_f,usuact_10ab_nseekw_f,usuact_10ab_stu_f,usuact_10ab_hhwork_f,usuact_10ab_retir_f,usuact_10ab_ill_f,usuact_10ab_oth_f,idcard_10ab_t,idcard_10ab_citi_t,idcard_10ab_assc_t,idcard_10ab_natu_t,idcard_10ab_natreg_t,idcard_10ab_relig_t,idcard_10ab_temp_t,idcard_10ab_forreg_t,idcard_10ab_forpp_t,idcard_10ab_non_t
MMR013,Yangon,MMR013D002,Yangon (East),MMR013009,Thingangyun,43320,30120,13200,201316,8170,184357,7384,43650,3438,26377,2980,4199,736,27106,39283,15101,1181,12922,85854,3019,28386,2360,16459,1506,2769,512,13683,1055,7024,636,8445,98503,4365,15264,1078,9918,1474,1430,224,13423,38228,8077,545,4477,184357,133715,356,3508,8267,2380,4985,241,360,30545
MMR013,Yangon,MMR013D002,Yangon (East),MMR013010,Yankin,14637,9596,5041,66792,4154,63446,5027,15967,1221,7582,1072,1703,334,8957,11802,6077,436,3268,28955,2389,9484,837,4479,553,1047,214,4412,331,2665,231,2313,34491,2638,6483,384,3103,519,656,120,4545,11471,3412,205,955,63446,51119,204,1194,812,1119,567,151,884,7396
MMR013,Yangon,MMR013D002,Yangon (East),MMR013011,South Okkalapa,32725,22904,9821,153687,7439,144215,6417,35954,2628,22133,2418,4280,780,20500,29206,13568,1086,5245,66953,2599,22548,1826,13490,1229,2843,573,10365,811,6235,590,3844,77262,3818,13406,802,8643,1189,1437,207,10135,28395,7333,496,1401,144215,117118,225,796,2538,1791,1227,96,120,20304
MMR013,Yangon,MMR013D002,Yangon (East),MMR013012,North Okkalapa,64756,47111,17645,313240,20053,291061,10832,81351,4715,49388,5273,7380,1197,40986,55341,21333,2449,10816,134840,4975,48584,3259,28901,2523,4825,821,20384,1784,10270,1362,7152,156221,5857,32767,1456,20487,2750,2555,376,20602,53557,11063,1087,3664,291061,217540,339,1593,7448,2407,5165,160,202,56207
MMR013,Yangon,MMR013D002,Yangon (East),MMR013013,Thaketa,45456,32313,13143,212290,8266,193630,9182,50495,2816,30503,3930,5764,1092,27360,39451,14169,1723,7145,93383,4684,34291,2018,17843,1909,3966,767,13823,1116,6920,991,5055,100247,4498,16204,798,12660,2021,1798,325,13537,38335,7249,732,2090,193630,145927,195,1845,7725,1677,3379,87,140,32655
MMR013,Yangon,MMR013D002,Yangon (East),MMR013014,Dawbon,14409,10303,4106,72683,2642,64250,2133,17434,755,10210,1081,1581,246,8978,15016,4006,542,2268,31170,1195,12275,558,6140,580,1186,193,4461,643,1997,316,1626,33080,938,5159,197,4070,501,395,53,4517,14373,2009,226,642,64250,44478,66,1930,2997,387,1100,46,15,13231
MMR013,Yangon,MMR013D002,Yangon (East),MMR013015,Tamwe,35360,23978,11382,156340,8973,147988,6478,34570,3716,20687,4627,4437,887,20760,31475,13094,940,6317,65743,2530,19715,2498,13471,2685,2694,531,10517,868,6005,482,3747,82245,3948,14855,1218,7216,1942,1743,356,10243,30607,7089,458,2570,147988,121957,579,1206,4781,1383,557,181,774,16570
MMR013,Yangon,MMR013D002,Yangon (East),MMR013016,Pazundaung,10306,6873,3433,45347,3108,43700,1786,9254,1259,5518,1465,1139,388,6001,9641,4392,206,2651,19764,746,5506,923,3810,878,693,263,2972,359,1938,90,1586,23936,1040,3748,336,1708,587,446,125,3029,9282,2454,116,1065,43700,35978,460,751,1017,445,201,172,309,4367
MMR013,Yangon,MMR013D002,Yangon (East),MMR013017,Botahtaung,8397,5872,2525,36661,4334,36760,4093,8037,1001,3528,937,884,132,5263,7613,3044,276,1952,17313,2831,4712,723,2261,498,540,91,2681,307,1334,125,1210,19447,1262,3325,278,1267,439,344,41,2582,7306,1710,151,742,36760,30218,261,513,1043,248,227,157,322,3771
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),76984,59357,17627,358350,13296,312788,8196,100264,3720,40847,5970,7159,1666,42624,68263,19566,2615,11898,151037,4495,68907,2822,24562,2838,4846,1137,21239,1850,9244,1507,7590,161751,3701,31357,898,16285,3132,2313,529,21385,66413,10322,1108,4308,312788,207939,291,3454,15583,1559,7810,108,109,75935
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),42704,31678,11026,200629,3319,178710,8236,45495,2767,23690,3699,4588,832,26734,36560,18173,1435,6501,83513,3443,29565,1944,14666,1563,2923,551,13424,1145,9591,791,3907,95197,4793,15930,823,9024,2136,1665,281,13310,35415,8582,644,2594,178710,142123,114,573,4102,872,1901,43,138,28844
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),33913,25590,8323,155258,10370,140174,4742,41276,1925,19629,3421,2993,732,19749,28277,8837,1191,7402,68054,2397,27220,1444,11809,1791,1956,492,9947,828,4418,694,5058,72120,2345,14056,481,7820,1630,1037,240,9802,27449,4419,497,2344,140174,92011,92,595,4508,1455,2094,143,50,39226
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),37905,30570,7335,159313,8135,138921,3067,51120,1454,17994,2939,2645,600,17065,29492,6588,1057,4900,67980,1659,34017,1086,10829,1356,1758,419,8798,876,3242,625,3315,70941,1408,17103,368,7165,1583,887,181,8267,28616,3346,432,1585,138921,89074,116,968,7392,545,2201,16,99,38510
MMR013,Yangon,MMR013D002,Yangon (East),MMR013022,Mingalartaungnyunt,25918,18179,7739,126134,6360,115831,6605,25732,2389,16450,3517,2942,508,16698,27400,8705,870,4015,54044,4020,16316,1778,11105,2101,1937,319,8509,876,3984,431,2668,61787,2585,9416,611,5345,1416,1005,189,8189,26524,4721,439,1347,115831,89113,529,2174,5237,841,1261,277,410,15989
MMR013,Yangon,MMR013D003,Yangon (South),MMR013023,Thanlyin,61597,47125,14472,253923,14140,224169,12562,53115,3253,32102,9961,4265,1334,29944,47545,13355,2081,14652,108473,8707,36297,2438,20838,3650,2821,729,15170,1544,6335,1024,8920,115696,3855,16818,815,11264,6311,1444,605,14774,46001,7020,1057,5732,224169,146095,214,5430,6318,1930,1304,47,101,62730
MMR013,Yangon,MMR013D003,Yangon (South),MMR013024,Kyauktan,42469,34271,8198,162207,5241,140489,3008,34911,6136,19800,7859,3470,798,16728,37494,7064,1065,2156,67753,1579,26152,5155,14232,3328,2103,470,8579,869,2970,624,1692,72736,1429,8759,981,5568,4531,1367,328,8149,36625,4094,441,464,140489,90917,187,4070,1862,785,296,25,89,42258
MMR013,Yangon,MMR013D003,Yangon (South),MMR013025,Thongwa,40087,31932,8155,155573,2303,130004,1904,28908,6340,18996,14549,2032,506,15717,28200,6025,1054,5773,61380,731,20142,5098,14223,4131,1229,330,8121,563,2398,584,3830,68624,1173,8766,1242,4773,10418,803,176,7596,27637,3627,470,1943,130004,87805,80,2916,1329,578,753,16,34,36493
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,39314,31430,7884,155989,2030,129281,1935,31764,5731,19055,9437,2653,345,17327,27774,7025,1058,5177,60898,703,21128,4630,13467,3189,1575,197,8872,482,2804,554,3297,68383,1232,10636,1101,5588,6248,1078,148,8455,27292,4221,504,1880,129281,75200,51,1110,7826,546,514,3,26,44005
MMR013,Yangon,MMR013D003,Yangon (South),MMR013027,Twantay,51602,41597,10005,221372,5464,183687,3398,39478,5224,39440,16000,3996,553,28156,34633,8822,1757,2230,89509,1725,27660,4035,24852,6517,2468,374,14335,1092,3873,988,1590,94178,1673,11818,1189,14588,9483,1528,179,13821,33541,4949,769,640,183687,122954,62,592,2533,1533,516,13,46,55438
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,29792,23744,6048,116415,2635,96973,1816,18948,4368,23620,16651,1264,129,14092,8896,3743,1089,2357,47083,806,13438,3334,14163,3550,747,83,7032,259,1363,557,1751,49890,1010,5510,1034,9457,13101,517,46,7060,8637,2380,532,606,96973,69097,22,117,772,541,167,5,16,26236
MMR013,Yangon,MMR013D003,Yangon (South),MMR013029,Kungyangon,28352,22846,5506,109588,2044,91130,1765,13819,3903,14587,4713,2140,254,13256,22472,4652,948,8621,43670,711,10854,3169,9836,2004,1281,168,6693,494,1874,518,6068,47460,1054,2965,734,4751,2709,859,86,6563,21978,2778,430,2553,91130,58555,41,169,1980,535,386,5,25,29434
MMR013,Yangon,MMR013D003,Yangon (South),MMR013030,Dala,37912,29502,8410,170363,2494,140661,4755,32730,2252,21793,3073,5799,1165,19223,34119,7050,1392,7310,68296,2779,25045,1701,13506,1472,3450,723,9730,1093,3300,818,4679,72365,1976,7685,551,8287,1601,2349,442,9493,33026,3750,574,2631,140661,83183,93,2124,5965,485,962,59,49,47741
MMR013,Yangon,MMR013D003,Yangon (South),MMR013031,Seikgyikanaungto,7729,5974,1755,33251,752,27408,697,8881,148,3619,382,712,129,4097,6647,1314,281,501,13691,363,7137,107,1866,156,524,86,2070,195,623,169,395,13717,334,1744,41,1753,226,188,43,2027,6452,691,112,106,27408,18796,17,173,702,95,164,5,2,7454
MMR013,Yangon,MMR013D003,Yangon (South),MMR013032,Cocokyun,351,323,28,1172,768,1693,326,883,14,63,74,7,,112,177,24,7,6,1169,285,714,13,36,21,7,,64,4,14,5,6,524,41,169,1,27,53,,,48,173,10,2,,1693,1369,,1,45,4,10,,,264
MMR013,Yangon,MMR013D004,Yangon (West),MMR013033,Kyauktada,6120,3779,2341,25754,4099,27266,1525,6592,938,3582,970,785,154,3408,5073,2600,240,1399,12401,745,3664,675,2381,565,405,87,1803,149,1148,95,684,14865,780,2928,263,1201,405,380,67,1605,4924,1452,145,715,27266,22278,541,751,594,3,101,228,546,2224
MMR013,Yangon,MMR013D004,Yangon (West),MMR013034,Pabedan,6563,4214,2349,31328,2008,29748,606,6323,1302,4474,1490,621,119,3983,7286,2263,246,1035,13401,233,3532,979,3363,971,407,78,1994,227,960,121,536,16347,373,2791,323,1111,519,214,41,1989,7059,1303,125,499,29748,23587,663,827,871,65,160,263,303,3009
MMR013,Yangon,MMR013D004,Yangon (West),MMR013035,Lanmadaw,8599,5418,3181,36302,10858,44149,2248,13817,1552,5168,1442,1092,214,5909,7024,3578,247,1858,18659,885,6376,1088,3122,717,601,132,2775,184,1469,117,1193,25490,1363,7441,464,2046,725,491,82,3134,6840,2109,130,665,44149,38171,1035,716,193,533,125,151,227,2998
MMR013,Yangon,MMR013D004,Yangon (West),MMR013036,Latha,4473,2679,1794,18161,6896,23592,1071,7601,1074,2978,931,545,133,2872,3699,1896,220,572,9985,342,3614,694,1812,457,317,78,1324,168,796,99,284,13607,729,3987,380,1166,474,228,55,1548,3531,1100,121,288,23592,19468,927,920,125,20,123,209,138,1662
MMR013,Yangon,MMR013D004,Yangon (West),MMR013037,Ahlone,10943,7754,3189,48612,6870,50146,3933,13972,1115,5967,1230,1299,155,6797,9287,4021,285,2085,22847,2014,8202,777,3547,608,755,102,3312,278,1845,139,1268,27299,1919,5770,338,2420,622,544,53,3485,9009,2176,146,817,50146,43174,376,409,402,404,409,51,162,4759
MMR013,Yangon,MMR013D004,Yangon (West),MMR013038,Kyeemyindaing,23062,16841,6221,106702,4812,95931,3633,24988,1844,16768,2520,2428,586,12487,18519,6768,655,4735,44642,1583,16425,1179,9272,1027,1637,395,6289,723,2970,370,2772,51289,2050,8563,665,7496,1493,791,191,6198,17796,3798,285,1963,95931,75272,181,583,1395,513,868,56,148,16915
MMR013,Yangon,MMR013D004,Yangon (West),MMR013039,Sanchaung,20635,13417,7218,87228,12391,91096,4229,24580,1859,11700,1996,2606,390,13029,15891,8866,497,5453,39615,1578,12629,1175,7206,1123,1507,191,6448,471,3907,250,3130,51481,2651,11951,684,4494,873,1099,199,6581,15420,4959,247,2323,91096,80713,354,372,625,1552,185,86,245,6964
MMR013,Yangon,MMR013D004,Yangon (West),MMR013040,Hlaing,32837,23184,9653,147191,13116,144144,9055,40944,3078,19526,3484,4019,541,20332,24876,11500,954,5835,66696,4014,23991,2171,11698,1999,2442,358,10472,710,5236,498,3107,77448,5041,16953,907,7828,1485,1577,183,9860,24166,6264,456,2728,144144,120071,664,1495,2913,1038,835,318,302,16508
MMR013,Yangon,MMR013D004,Yangon (West),MMR013041,Kamaryut,16299,11021,5278,72697,11872,77655,5969,24258,1894,7815,1495,2498,436,11891,11213,5963,368,3855,33438,2782,12149,1214,4472,620,1335,252,5530,330,2639,179,1936,44217,3187,12109,680,3343,875,1163,184,6361,10883,3324,189,1919,77655,69305,267,303,277,230,199,135,974,5965
MMR013,Yangon,MMR013D004,Yangon (West),MMR013042,Mayangone,38807,27872,10935,179839,18274,175456,10355,52096,4114,21635,4708,4865,927,25005,30404,12753,1091,7503,81745,6238,30171,2796,12448,2150,2914,589,12664,892,5769,588,4526,93711,4117,21925,1318,9187,2558,1951,338,12341,29512,6984,503,2977,175456,139580,343,893,3484,2143,1101,358,1274,26280
MMR013,Yangon,MMR013D004,Yangon (West),MMR013043,Dagon,4608,3165,1443,20417,4665,22634,3454,5768,813,1849,331,600,84,3447,3232,1841,158,1057,10552,1981,3184,510,1062,151,352,55,1582,81,785,85,724,12082,1473,2584,303,787,180,248,29,1865,3151,1056,73,333,22634,19226,112,166,135,418,74,24,717,1762
MMR013,Yangon,MMR013D004,Yangon (West),MMR013044,Bahan,17426,11907,5519,78793,17939,88466,5683,25565,2641,10672,2365,1980,313,11021,13195,7112,492,7427,41441,2858,13868,1675,6058,1139,1235,183,5623,610,3119,217,4856,47025,2825,11697,966,4614,1226,745,130,5398,12585,3993,275,2571,88466,74156,216,237,494,3717,321,156,1036,8133
MMR013,Yangon,MMR013D004,Yangon (West),MMR013045,Seikkan,410,341,69,1994,832,2524,408,734,33,235,144,18,7,444,378,63,3,57,1549,328,598,28,118,50,13,4,315,34,41,1,19,975,80,136,5,117,94,5,3,129,344,22,2,38,2524,1961,,3,21,81,6,,7,445
MMR222,Shan,MMR014D001,Taunggyi,MMR014001,Taunggyi,94869,72354,22515,411979,26077,361414,14496,66861,7395,87352,41424,5676,945,58216,44032,19169,2258,13590,174596,7577,43815,5053,50458,15164,3486,651,27623,1528,7946,1216,10079,186818,6919,23046,2342,36894,26260,2190,294,30593,42504,11223,1042,3511,361414,285869,1128,1340,3390,2949,561,108,143,65926
MMR222,Shan,MMR014D001,Taunggyi,MMR014002,Nyaungshwe,42634,34334,8300,178457,10950,155945,2812,32830,4110,47541,20068,1306,452,18918,14618,7294,1420,4576,77598,895,19241,2948,28360,8427,696,276,8989,453,2981,771,3561,78347,1917,13589,1162,19181,11641,610,176,9929,14165,4313,649,1015,155945,111893,122,344,2866,761,215,55,521,39168
MMR222,Shan,MMR014D001,Taunggyi,MMR014003,Hopong,24728,19600,5128,105196,7152,88065,3510,8443,1228,29901,21074,436,83,10690,6255,3195,447,2803,43272,2839,5479,788,17934,7250,255,62,4946,220,1121,237,2141,44793,671,2964,440,11967,13824,181,21,5744,6035,2074,210,662,88065,64288,75,129,318,393,53,4,18,22787
MMR222,Shan,MMR014D001,Taunggyi,MMR014004,Hsihseng,32771,26495,6276,147902,5130,115405,1903,8535,818,46555,27170,777,255,14754,7081,4007,602,2948,56062,1184,5452,516,26626,10061,420,165,6994,494,1509,302,2339,59343,719,3083,302,19929,17109,357,90,7760,6587,2498,300,609,115405,79196,98,168,1116,513,100,10,26,34178
MMR222,Shan,MMR014D001,Taunggyi,MMR014005,Kalaw,41341,30415,10926,178139,7944,151654,6096,24379,2172,41378,31258,1758,298,18719,15235,6545,831,2985,75634,4282,16440,1387,24751,11980,958,190,9104,744,2944,444,2410,76020,1814,7939,785,16627,19278,800,108,9615,14491,3601,387,575,151654,109828,404,408,1186,731,289,64,159,38585
MMR222,Shan,MMR014D001,Taunggyi,MMR014006,Pindaya,17544,12917,4627,76514,2789,63839,1312,6442,696,15426,21627,517,67,8563,3646,3400,328,1815,30578,501,3802,422,9103,9201,236,42,3882,230,1475,165,1519,33261,811,2640,274,6323,12426,281,25,4681,3416,1925,163,296,63839,48296,22,198,301,411,85,31,21,14474
MMR222,Shan,MMR014D001,Taunggyi,MMR014007,Ywangan,18348,13836,4512,79018,3514,65965,1342,3916,351,22025,16818,642,80,8649,6481,3180,452,2029,32650,634,2797,248,13932,7030,291,58,3892,338,1508,252,1670,33315,708,1119,103,8093,9788,351,22,4757,6143,1672,200,359,65965,51119,17,32,162,342,27,2,13,14251
MMR222,Shan,MMR014D001,Taunggyi,MMR014008,Lawksawk,34107,28490,5617,155708,9022,130649,7607,10153,1323,39616,29468,1261,144,16776,14578,5517,685,3521,67187,6262,7064,961,26578,11409,692,102,7943,595,2350,359,2872,63462,1345,3089,362,13038,18059,569,42,8833,13983,3167,326,649,130649,93347,234,789,752,473,158,44,31,34821
MMR222,Shan,MMR014D001,Taunggyi,MMR014009,Pinlaung,42083,34912,7171,185249,7008,152966,3235,9720,1117,56527,42274,1490,332,20908,6852,6143,932,3436,75589,2094,6904,742,33173,15942,727,170,9965,406,2360,475,2631,77377,1141,2816,375,23354,26332,763,162,10943,6446,3783,457,805,152966,117977,76,225,1281,666,126,2,34,32579
MMR222,Shan,MMR014D001,Taunggyi,MMR014010,Pekon,20084,17381,2703,101345,2245,76923,2294,4022,1733,27255,18472,770,63,14190,4490,2037,407,1190,38587,1398,2668,1218,16395,7228,382,43,7020,313,851,195,876,38336,896,1354,515,10860,11244,388,20,7170,4177,1186,212,314,76923,58367,27,50,491,239,35,0,12,17702
MMR222,Shan,MMR014D002,Loilen,MMR014011,Loilen,25417,18899,6518,118565,5992,96649,3154,5552,711,31369,23472,1517,279,12476,9249,5106,578,3186,46401,1809,4066,486,18972,8220,850,188,6253,421,2033,281,2822,50248,1345,1486,225,12397,15252,667,91,6223,8828,3073,297,364,96649,70598,64,186,338,517,58,9,15,24864
MMR222,Shan,MMR014D002,Loilen,MMR014012,Laihka,8790,6610,2180,47336,1495,39857,917,1474,332,14853,7252,1080,262,4105,5902,2111,193,1376,19203,578,1071,250,9171,2959,647,197,1968,426,819,92,1025,20654,339,403,82,5682,4293,433,65,2137,5476,1292,101,351,39857,30560,15,85,115,173,4,2,1,8902
MMR222,Shan,MMR014D002,Loilen,MMR014013,Nansang,23227,18097,5130,110305,6656,91994,4892,6394,1588,26841,22703,882,374,9813,12417,3068,288,2734,46690,4029,4853,1206,17340,9103,547,211,4886,1102,1244,159,2010,45304,863,1541,382,9501,13600,335,163,4927,11315,1824,129,724,91994,63233,44,164,484,354,152,2,21,27540
MMR222,Shan,MMR014D002,Loilen,MMR014014,Kunhing,11137,9250,1887,50063,3340,43420,2198,1791,503,15023,10002,561,253,3265,5620,2383,234,1587,21602,1854,1322,315,9596,3803,304,132,1400,421,929,135,1391,21818,344,469,188,5427,6199,257,121,1865,5199,1454,99,196,43420,25102,14,43,114,181,30,0,10,17926
MMR222,Shan,MMR014D002,Loilen,MMR014015,Kyethi,14712,11445,3267,70623,3741,57741,1662,1906,744,18589,16935,539,168,4633,7903,2209,269,2184,27245,1286,1200,551,12079,6301,318,97,1977,666,866,139,1765,30496,376,706,193,6510,10634,221,71,2656,7237,1343,130,419,57741,26892,12,70,215,199,27,5,15,30306
MMR222,Shan,MMR014D002,Loilen,MMR014016,Mongkaing,16332,12980,3352,71921,2373,57790,632,2660,780,18249,10726,488,299,4505,12850,3558,324,2719,26974,358,1689,587,12990,4596,309,191,1955,872,1248,162,2017,30816,274,971,193,5259,6130,179,108,2550,11978,2310,162,702,57790,29569,18,154,336,242,14,2,4,27451
MMR222,Shan,MMR014D002,Loilen,MMR014017,Monghsu,15867,13115,2752,68589,4163,57454,933,6360,318,20429,13377,291,125,6134,5806,1656,219,1806,28551,603,4939,219,11695,5309,193,102,3064,387,683,114,1243,28903,330,1421,99,8734,8068,98,23,3070,5419,973,105,563,57454,31273,32,301,1906,254,351,4,14,23319
MMR222,Shan,MMR014D003,Langkho,MMR014018,Langkho,9548,7123,2425,38344,1967,34350,1642,3109,1319,12052,4630,380,248,2615,4391,2318,341,1305,17149,1160,1929,919,7195,1945,224,144,1231,293,1034,179,896,17201,482,1180,400,4857,2685,156,104,1384,4098,1284,162,409,34350,27948,8,75,188,259,184,2,5,5681
MMR222,Shan,MMR014D003,Langkho,MMR014019,Mongnai,8485,6552,1933,36747,2689,31606,2012,2059,480,9697,5047,411,113,2900,5183,1654,214,1836,16065,1620,1677,306,6373,2090,283,66,1315,313,671,115,1236,15541,392,382,174,3324,2957,128,47,1585,4870,983,99,600,31606,24968,7,29,205,109,103,3,9,6173
MMR222,Shan,MMR014D003,Langkho,MMR014020,Mawkmai,7194,5883,1311,32281,1529,25499,599,1145,309,10920,6442,202,34,2139,1848,1043,141,677,12392,374,812,192,6095,2573,117,21,1041,60,433,77,597,13107,225,333,117,4825,3869,85,13,1098,1788,610,64,80,25499,17381,9,15,22,163,5,1,6,7897
MMR222,Shan,MMR014D003,Langkho,MMR014021,Mongpan,5421,4342,1079,23503,2423,21458,1771,2418,206,7548,2660,446,230,1923,2350,908,104,894,11555,1553,1724,118,4654,1006,246,128,931,143,443,64,545,9903,218,694,88,2894,1654,200,102,992,2207,465,40,349,21458,13781,11,36,119,85,22,0,4,7400
MMR222,Shan,MMR015D001,Lashio,MMR015001,Lashio,64932,40330,24602,305923,17482,261728,10358,36640,3308,68953,22130,4488,1378,43102,43874,16784,1725,8988,127228,6522,25332,2317,41888,9990,2834,895,20704,3098,6813,931,5904,134500,3836,11308,991,27065,12140,1654,483,22398,40776,9971,794,3084,261728,153916,436,1648,14619,1305,1737,87,146,87834
MMR222,Shan,MMR015D001,Lashio,MMR015002,Hseni,11779,9022,2757,54190,2472,44671,2013,3252,781,13309,7556,498,87,5605,6842,2707,234,1787,22473,1504,2319,570,8899,3475,356,63,2580,336,1085,116,1170,22198,509,933,211,4410,4081,142,24,3025,6506,1622,118,617,44671,30145,21,156,2233,150,800,6,2,11158
MMR222,Shan,MMR015D001,Lashio,MMR015003,Mongyai,13328,9389,3939,56768,2608,46942,1098,1226,330,16603,11107,402,148,3282,7879,2042,274,2551,22288,830,884,247,10893,4622,221,105,1579,253,882,138,1634,24654,268,342,83,5710,6485,181,43,1703,7626,1160,136,917,46942,18554,34,191,2672,148,136,3,5,25199
MMR222,Shan,MMR015D001,Lashio,MMR015004,Tangyan,35142,25655,9487,166461,6344,133225,2100,9813,1872,41951,30019,1901,909,10503,20092,6530,617,6918,64257,1534,6554,1183,26258,13020,1055,542,4671,1678,2677,294,4791,68968,566,3259,689,15693,16999,846,367,5832,18414,3853,323,2127,133225,47896,94,805,7100,417,256,32,35,76590
MMR222,Shan,MMR015D002,Muse,MMR015009,Muse,32758,25393,7365,154513,17296,140839,2785,27864,2754,39019,27275,2537,1013,17944,8424,7003,593,3628,72544,1611,20505,1917,24085,7478,1502,538,9159,726,2654,304,2065,68295,1174,7359,837,14934,19797,1035,475,8785,7698,4349,289,1563,140839,93238,264,1811,10777,456,4299,81,130,29783
MMR222,Shan,MMR015D002,Muse,MMR015010,Namhkan,21417,15235,6182,104198,2836,85159,1546,11729,1221,18048,23896,1166,200,13439,7219,4604,598,1493,40351,755,7240,787,9938,10590,643,126,6405,913,1763,312,879,44808,791,4489,434,8110,13306,523,74,7034,6306,2841,286,614,85159,56966,117,445,1934,315,1278,30,163,23911
MMR222,Shan,MMR015D002,Muse,MMR015011,Kutkai,32080,23951,8129,170728,3924,132853,2681,6197,1464,36632,16253,5245,1273,25125,26239,8378,725,2641,66501,1778,4294,998,25326,9661,3202,787,12355,2486,3432,405,1777,66352,903,1903,466,11306,6592,2043,486,12770,23753,4946,320,864,132853,55439,127,795,12911,167,1168,33,43,62170
MMR222,Shan,MMR015D003,Kyaukme,MMR015012,Kyaukme,38256,27508,10748,162297,9812,138278,3524,19435,3997,43613,22152,1214,565,16946,13564,7949,888,4431,65607,2003,11468,2612,25101,8158,626,311,7767,669,3087,424,3381,72671,1521,7967,1385,18512,13994,588,254,9179,12895,4862,464,1050,138278,96491,403,798,3460,697,310,101,48,35970
MMR222,Shan,MMR015D003,Kyaukme,MMR015013,Nawnghkio,32224,26159,6065,139717,10125,121966,2655,17411,3256,35521,27387,1179,182,13597,11543,5927,795,2513,61538,1607,11740,2162,22638,10512,740,127,6493,568,2682,400,1869,60428,1048,5671,1094,12883,16875,439,55,7104,10975,3245,395,644,121966,89348,71,451,2356,431,384,81,97,28747
MMR222,Shan,MMR015D003,Kyaukme,MMR015014,Hsipaw,37906,29946,7960,167154,9004,141352,3404,12546,2468,44076,36476,1184,330,13384,16156,6668,719,3941,68396,2396,8381,1654,27938,14048,712,197,5929,942,2743,359,3097,72956,1008,4165,814,16138,22428,472,133,7455,15214,3925,360,844,141352,72259,130,704,4519,541,267,52,79,62801
MMR222,Shan,MMR015D003,Kyaukme,MMR015015,Namtu,11641,8445,3196,48460,1963,39504,1248,2827,568,11532,7631,911,143,5629,4908,2453,277,1377,18919,542,1908,436,7173,3186,567,94,2539,224,1082,142,1026,20585,706,919,132,4359,4445,344,49,3090,4684,1371,135,351,39504,28204,45,585,949,155,108,49,15,9394
MMR222,Shan,MMR015D003,Kyaukme,MMR015016,Namhsan,13685,9813,3872,66426,5778,56167,909,6721,1733,17219,14218,302,131,8141,2652,2445,477,1219,24692,346,3150,1050,8997,5258,155,72,3568,300,884,241,671,31475,563,3571,683,8222,8960,147,59,4573,2352,1561,236,548,56167,38227,128,212,582,516,83,35,11,16373
MMR222,Shan,MMR015D003,Kyaukme,MMR015017,Mongmit,13652,8893,4759,58848,4482,50823,2243,6856,707,13684,5161,1597,209,6334,9133,3219,314,1366,25103,1367,4784,548,9625,1938,1072,115,2953,325,1245,148,983,25720,876,2072,159,4059,3223,525,94,3381,8808,1974,166,383,50823,35782,37,89,807,275,93,12,11,13717
MMR222,Shan,MMR015D003,Kyaukme,MMR015018,Mabein,8632,6983,1649,41213,6185,38580,929,4321,1199,11280,5394,944,70,5051,6766,1739,234,653,19939,502,3018,866,8456,2353,686,46,2480,279,677,94,482,18641,427,1303,333,2824,3041,258,24,2571,6487,1062,140,171,38580,30283,13,53,104,162,111,1,13,7840
MMR222,Shan,MMR015D003,Kyaukme,MMR015019,Manton,7683,5860,1823,37254,1347,28255,542,839,270,9816,7482,392,122,4182,2039,1103,193,1275,13425,344,611,176,5772,2930,230,69,1899,154,401,86,753,14830,198,228,94,4044,4552,162,53,2283,1885,702,107,522,28255,13344,71,176,493,60,54,6,11,14040
MMR222,Shan,MMR015D004,Kunlong,MMR015020,Kunlong,10392,8866,1526,55355,3419,43901,1338,3413,309,12545,11481,489,273,5293,5388,2119,295,958,23294,990,2493,229,8401,5734,319,161,2735,731,803,159,539,20607,348,920,80,4144,5747,170,112,2558,4657,1316,136,419,43901,21152,60,236,7771,97,541,26,16,14002
